Newspaper Name,Issue No,Date (mm/dd/yyyy),Content,Source,Image
Rivington’s New-York Gazetteer,78,10/13/1774,"WESTCHESTER, Oct. 3. Run away from the Subscriber, A Negro Man, named CLOSS, about five Feet seven Inches high; had on when he went away, a brown homespun Jacket, coarse Tow Shirt, and stripped Trowsers, rather long; he speaks good low Dutch, and English. Whosoever takes up and secures the said Negro, so that his Master may have him again, shall have Five Dollars reward, and all reasonable Charges paid by SAMUEL WELL. All Masters of Vessels and others, are forwamed to harbour or carry off said Negro, as they will answer it at their peril.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
Rivington’s New-York Gazetteer,78,10/13/1774,"New-York, Oct. 7. Run away the 6th Inst, from MORICE SIMONS, A Negro Man, named PRINCE, about Five Feet nine Inches high, twenty Years old, had on when he went away a new Suit of brown Thickset, wears a Silver Loop,  Button, and Band on his Hat; he also wears his Hair tied up behind, and a large Tupee before.  Whoever will deliver the said Servant to his Master, at  Mrs. Smith’s near the Fly-Market, or Mr. Stephen Rapalje, shall receive a Reward of twenty Dollars.— All Masters of Vessels are hereby forewarned not to ship the said servant, as he may probably attempt to pass for a Freeman.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
Rivington’s New-York Gazetteer,81,11/3/1774,"Eight Dollars Reward. Run-away from the subscriber, living near Princeton, in New-Jersey, A Negro man, named Constant, ABOUT the age of twenty-six; he is a well-built, likely, black, active, sensible fellow, and has been accustomed to attend a gentleman: Had on, and took with him the following cloaths, viz. Two brown broad cloth coats; one of them rather too large and long for Him, with silver plated buttons, the other very short, with plain buttons; a blue surtout coat; one brown Holland and one fustian short coat; one pair of sustian, and one ditto of  leather breeches; one pair of striped, and one ditto of check trowsers; one sustian, one striped gingham, and two white waist-coats; one pair of old boots; a pair of new and a pair of old shoes, with a pair of neat Pinchbeck buckles; one or two old beaver hats, cut in the fashion; two white and three check shirts; with sundry other things. Whoever takes up and secures said Negro in any of his Majesty’s gaols, so that his Master may get him again, shall receive the above reward, with all reasonable charges, by applying to the subscriber, near Princeton, to Dr. Samuel Duffield at Philadelphia, to Mr. Lloyd Daubney at New-York, or to Dr. Bates Williams  Peterson, near Elizabeth-Town. JOHN WILLIAMS SANDERS.  N.B. It is imagined he may have a forged pass, and go towards New-York or Philadelphia, with a view of procuring a passage to the West-Indies, from whence he  came; therefore all masters of vessels or others, are forewarned not to take him off, or any ways harbour him at their peril. He is learning to play on, and is very fond of the fiddle.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
Rivington’s New-York Gazetteer,82,11/10/1774,"ARGYLE, O ctober 15, 1774. Run-aw ay from the subscriber, A Negro Man named Gassee, ABOUT twentysix years old, five feet six inches high; had on a dark brown jacket, blue frize trowsers, new shoes, and a white shirt; he also took with him, a striped linen shirt, and wore a felt hat. Any person that apprehends said Negro, and secures him, so as his master may have him again, shall receive the reward of TEN DOLLARS, and all reasonable charges paid by the subscriber, DUNCAN McARTHUR.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
Rivington’s New-York Gazetteer,86,12/8/1774,"Ten Pounds Reward. RUN away from the Subscriber, a Negro Slave, named John Rattan, he sometimes passes by the Name of John Manley, about thirty-three Years of Age, five Feet five of six Inches high: Had on when he went away, a light colour Cloth Coat, and blue Cloth Waistcoat and Breeches; he is a likely Fellow, speaks very good English, and is very sensible.  Whoever delivers him to Mess. Hugh and Alexander Wallace, Merchants, in New-York, shall receive the above Reward, and all reasonable Charges. ROBERT CATHERWOOD.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Journal; or, The General Advertiser",166,1/5/1775,"THREE DOLLARS REWARD. RUNAWAY from the subscribers, the 10th instant, two indented Mulatto boys; one named SIMEON, might be taken for a white boy; about  20 years of age, four feet two inches high; had on when he  went away, a dark gray suit of kersey clothes, stockings of the same colour, shoes nailed with hob nails, supposed not to have any hat. The other named SAM, middling dark complexion, about 18 years of age, five feet 2 inches high, had on when he went away, a light gray suit of kersey clothes, a white flannel shirt and good felt hat; supposed to have other clothes with him. Whoever returns or secures said boys, giving proper notice, so that their masters may have them again, shall be entitled to the above reward, and all reasonable charges, paid by  SAMUEL PHILIPS WILLIAM ARTHUR. Smith Town, Long Island, 1 Dec. 21, 1774, J","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Journal; or, The General Advertiser",167,1/12/1775,"FIVE POUNDS Reward, And all reasonable charges. RUN away from the House of Major Prevost, in Bergen County, on the 29th of September last, a Negro Man and his Wife: The Fellow is serious, civil, slow of Speech, rather low in Stature, reads well, is a Negro Preacher, about 40 Years of Age, he is called MARK. The Wench is smart, active and bandy, rather lusty, has bad Teeth, and a cast in one Eye; she is likely to look upon, was brought up in New-London, is called Jenny: as she had a Note to look for a Master, its likely she may make a travelling Pass of it— Whoever takes up said Negroes, and brings them to the Subscribers, or secures them in any of his M ajesty’s Gaols, or gives such Information of them as they may be had again, shall be  entitled to the above Reward, and all reasonable Charges paid, either by Major Prevost, Archibald Campbell, in Hackinsack; or Thomas Clarke, near New-York.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
"The New-York Journal; or, The General Advertiser",177,3/23/1775,"Four Pounds Reward. Run away from the subscriber, living  in East Chester, on the 6th instant, a Negro man named Robin, about 5 feet 7 inches high, a well set fellow, of a yellow complexion, part Indian, a great bushy head of hair, somewhat different from a Negro, speaks good English, and can speak Dutch, no particular mark, if he can get liquor is apt to get drunk; it is imagined he has got a pass, being very intimate with a Negro fellow, who can write, had on a felt  hat half worn, a blue duffle great coat, a tann coloured over jacket, and an under one, frize, a buck skin pair of breeches, took along with him two pair of black woollen stockings, and two pair of shoes; it is imagined he has directed his course toward the North River, to get over among the Indians; he lived at the Fish Kill, on Phillips’s Manor, and on York Island. Whosoever takes up and secures the said Negro fellow, so that his master may have him again, (in any of his Majesty’s goals) shall have the above reward, if taken in this county, (five pounds, if taken in any other county) and seven pounds if taken among the Indians, with all reasonable charges paid by ISAAC WARD.  East Chester, March 7, 1775.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1233,5/29/1775,"THREE POUNDS REWARD. RUN-AWAY about 14 Days ago, from the Subscriber, living at Paramas, Bergen County, and Province of New-Jersey, a Negro Man named Joe, 21 Years old, 5 Feet 6 Inches high, and of yellow Complexion: Had on when he went away a brown Broad Cloth Jacket, Leather Breeches, pale blue Stockings, a new Wool Hat, and good Shoes. Whoever takes up and secures said Run-away, so that his Master may have him again, shall  receive the above Reward, and all reasonable Charges, from ISAAC VAN BLARCUM.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1233,5/29/1775,"FOUR DOLLARS Reward. RUN-AWAY from Abraham Lawrence, of Flushing, on Long-Island, Queen’s county, on the 18th of March, a negro man named OLIVER, (belonging to Samuel Smith, on the north side of Staten Island) but may have changed his name, as it is said he has called himself Jerry: He is about 22 years of age, 5 feet 7 or 8 inches high, has something of a yellow cast in his colour: Had on and took with him when he went away, two old blue coats, one long skirts, the other short, a striped jacket, a pair of old homespun breeches, a pair of stockings, one pair deep blue, the other grey, and an old beaver hat. It is thought he has money, and likely may have change his cloaths: He has been seen at Elizabeth-Town and in New-York, in company with Col. M orris’s negro man named Jerry. Any person that secures said negro, so that his master may have him again, shall have the above reward, and all reasonable charges, paid by Samuel Smith, on the north side of Staten Island, Abraham Lawrence, at Flushing, Jonathan I. Dayton, at Elizabeth-Town Point, or Simon Hellers, at the White-Hall, in New-York.  He is very still, having but few words to say to any body; his hair is something bushy, and it is thought he has got on board some boat or sloop belonging to the East or North River, or the Jersies.  N.B. All masters of vessels, and others, are hereby forwamed from concealing or carrying off said negro at their peril.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1236,6/19/1775,"RUN-AWAY from on board the Sloop Seaflower, a young Negro Fellow named America, about 20 years old, very black, pitted with a small Pox, and his under Lip very thick:  Had on a striped Shirt and Trowsers, red Cap, and is supposed to be secreted in this city. Five Dollars Reward will be given to any Person who brings the said Negro to the Printer hereof, or JOHN SEBRING.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
Rivington’s New-York Gazetteer,116,7/6/1775,"RUN away, on Saturday night the 24th of June, from the subscriber, at Flushing on Long-Island, a Negro man named CATO, about 30 years old, much addicted to strong liquor, and when drunk, talks much; he is about five feet four inches high, had on when he went away, an old beaver hat, tow shirt and trowsers, and some woollen cloaths, with white yam stockings, he is gone to New-York by water, in a small craft that rows with two oars, with a small square-sail, and was seen to land at New-York. Whoever takes up said Negro, and secures him so that his master may get him again, shall be entitled to TWENTY SHILLINGS Reward, and all reasonable charges paid by me, STEPHEN LAWRENCE.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1239,7/10/1775,"FIVE DOLLARS Reward. RUN-AWAY from the subscriber living in the city of Albany, the 4th of June last, a negro man named CATO: He had on when he went away, an old ozenbrigs waistcoat, an old pair of patched tow-cloth trowsers, and an ozenbrigs shirt: He took with him a mix colour’d homespun cloth coat, with white metal buttons on it, a nankeen pair of breeches, a pair of stockings, one of them thread, the other white cotton, with a square cut out of the top of each of them to take out the former mark; and a new ozenbrigs shirt. He is about 25 or 26 years of age, 5 feet 6 inches high, tall, thin and raw -bon’d; he has  remarkable white teeth, of a low slow speech, and shows his upper teeth when he smiles. Whoever takes him up and secures him, so that his mistress may have him again, shall  have the above reward, and all reasonable charges, paid by me, FRANCES HOLLAND.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1241,7/24/1775,"FOUR POUNDS Reward. RUN-AWAY on the second day of July, from his master living near Coryell’s ferry, Amwell township, Hunterdon county, a negro man named TOM, about 22 years of age, 5 feet 7 inches high, this country born, likely featur’d and well made: It is supposed that he has a forged pass. Had on and took with him when he went away, a lightish-colour’d sagothee coat, a white striped silken jacket, a white linen shirt, sagothee breeches, worsted stockings, good shoes, with brass buckles in them, a felt hat, a new pair of tow cloth trowsers, a tow and linen shirt, and an old claret colour’d jacket patch’d with brown broad  cloth. Whoever takes up and secures said slave in any of his M ajesty’s goals in America, or delivers him to his said master, shall have the above reward, and all reasonable charges, paid by JACOB HOLCOMB.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1243,8/7/1775,"FOUR DOLLARS Reward. RUN-AWAY from the subscriber, living in the borough of Elizabeth-Town, NewJersey, a negro fellow named STEVE, near 6 feet high, has a sower look, and is a supple spry fellow: He formerly  belonged to one Mr. Ludlow, up the North River, and it is thought he is gone that way, and taken a mulatto wench with him. Any person that may take up either or both of them, and secure them in goal, or bring them home, shall have the above reward, and all reasonable charges, paid by CORBET SCUDDER.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
Rivington’s New-York Gazetteer,118,8/24/1775,"Run away from the subscriber at Brookland, Long Island, on Tuesday morning the 22nd instant, a negro man named Prince, aged 19 years old, very black, about 5 feet 9 inches high, walks stooping, one leg smaller than the other, plays on the fife; had on with him when he went away, an old outside winter coat, double breasted, with brass buttons, an under brown thread jacket, without sleeves, an old white shirt, a new pair of oznabrigs trousers and breeches, brown thread stockings and shoes with plated buckles and a good beaver hat. Whoever brings the negro to me at Brookfield aforesaid shall receive Forty Shillings reward and all reasonable charges. Christopher Sweedland.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1228,9/11/1775,"TEN DOLLARS Reward. RUN-away from the subscriber, early on Tuesday morning the 5th instant, a negro man named TITUS, about 25 years old, and about 5 feet 8 inches high, well made and proportioned every way, and is very likely for a negroe: he had on when he went away, a short brown coat, made of coating; an old homespun blue and white striped linen jacket with sleeves; and a blue and white striped homespun trowsers, almost new. The hat he is supposed to have took with him is very remarkable, (unless since changed) having no brim round it, it is very much worn. He can play a little both on the fiddle and fife. Whoever takes up and secures said servant, so that his master may have him again, shall have the above reward if took out of the colony of Connecticut, and Eight Dollars if within the colony, and all reasonable charges paid by HENRY VAN DYCK.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1254,10/23/1775,"FIVE DOLLARS REWARD. RUN away from this city, some days ago, a Negroe boy, the property of Lieut.  Colonel Turnbull, about twelve years old, well looked., and very black, whoever will deliver him to John M ‘Adam and Co. will receive the above reward and reasonable charges. All persons are forbid to harbour him on pain of prosecution.  N. B. It is supposed the boy is on Long-Island.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1254,10/23/1775,"FIVE DOLLARS REWARD. RUN away, on Thursday the 16th instant, from the subscriber, a negro man named HARR, 16 or 17 years of age, about 5 feet 7 inches high, was formerly the property of Jacob Van W incle of Acquacanock; had on, when he went off, a check shirt, osnabrug trousers, olive coloured short coat lined with striped homespun; has a smooth face, not very black, his wool lately cut, and his hat remarkable by the letters H H painted on the crown. He pretends to be free, but it is hoped he will find no encouragement from any Gentleman whatever. Any person in whose custody he is found after this notice may depend on being dealt with as they should be. Whoever delivers said negro at his M ajesty’ naval brewery on Long Island, or gives information so as he may be recovered, shall have the above reward, from ROBERT HARGRAVE.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1257,11/13/1775,"RUN-away from the Subscriber, a Negro Man called Mingo, 20 Years of Age, of a yellow Cast, round Face, and  middling flat Nose, about five Feet two Inches high: Had on when he went away, a Felt Hat cut in the Fashion, a brown  Sirtout, a homespun streaked Jacket, homespun chequered Trowsers, a Pair of blue Stockings speckled with white;  carried with him a Pair of m ix’d blue home knit Stockings. Whoever takes up and secures the said Fellow, so that his Master may have him again, shall receive Four Dollars Reward, and all reasonable Charges paid by me, Benjamin Hutchinson, of Southold, Suffolk County, Long-Island.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Pennsylvania Gazette (Philadelphia),,11/22/1775,"Three Pounds Reward. Runaway from the Subscriber in the County of Monmouth, New Jersey, A Negroe man named Titus, but will probably change his name; He is about 22 years of age, not very black, near 6 feet high; had on a grey homespun coat, brown breeches, blue and white stockings, and took with him a wallet, drawn up at one end with a string, in which was placed a quantity of clothes. Whoever takes up said Negroe, and secures him in any gaol, or brings him to me, shall be entitled to the above reward of Three  Pounds proc. and all reasonable charges, paid by John  Corlis, November 8, 1775.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1259,11/27/1775,"Forty Shillings reward, with all reasonable charges will be given to any person who will bring to JOHN DE LANCEY, in the delivery, or secure in the city of New-York or county of Westchester, a Negro man, who has left his mistress. He is a good looking fellow, about five feet eight or nine inches high, civil spoken, a great cockscomb, and one of the best waiters at a table in this country; plays upon the French horn, is a tolerable good cook, coachman and groom, but his vanity proving more powerful than his honesty, he fraudulently obtained a silver watch, which being discovered it is imagined occasioned his going off. He has several suits of good cloaths, was generally called Caesar, but names himself Joseph Low.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1269,2/5/1776,"THREE DOLLARS Reward. RUN AWAY from Richard Harris in Little Queen-street, next door to the Scotch meeting house, a young negro boy named Daniel, about nine years of  age, the top part of his left ear is thicker than his right, his hair on his head very thin, and is very small for his age; had on when he went away, an old brown surtout coat, and a cotton check shirt. Whoever will bring the said negro boy home to his master shall have the above reward.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1289,6/25/1776,"TEN DOLLARS Reward. RUN-away last Thursday from the Subscriber, at Newark, a certain Negro Fellow named Jack, about 25 years old, a square well-built Fellow, pretty black, Guiney born, and spoke bad English: He took with him several Sorts of Cloths, his M aster’s Gun, and a Grenadier’s Sword, with Brass Mountings: He is supposed to have had on a good Beaver Hat cocked in the Fashion, a light coloured fine Cloth jacket, without Sleeves, and may wear a Blanket Coat, he has a Scar right down his Forehead to his Nose, his country Mark, can handle a File, and understands the Brass Founder’s Business. W hoever takes up the said Fellow, and delivers him to Mrs. Wilkins, near Ogden’s Furnace, in Newark, shall have the above reward; or in New-York, to JACOB WILKINS.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1292,7/15/1776,"RUN-away from the Subscriber, livings in King’s County,  Long-Island, a short Time ago, two Negro Men, one named Nathaniel, a very handy Fellow, about 5 Feet 6 Inches high, straight and well built, 24 Years old, of a yellow Complexion, with long Hair tied up with a Ribbon; born at Newton, Q ueen’s County, and lived at Flatbush. Had on when he went away, a brown Linen Jacket, with an under  one double breasted, one Side red Cloth the other Homespun; also homespun Trowsers, and a half worn Hat. The other Fellow that he went away with belonged to Jeromus Remsen, at Newton, and are very like each other, being Brothers; he was well cloathed, and went by the Name of Jacob, and is a Cooper by Trade. W hoever secures the above Runaways in any Goal so that their Masters mat have them again, shall have Eight Pounds Reward, and all reasonable Charges paid by HENRY WYCKHOFF.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1292,7/15/1776,"TEN DOLLARS Reward. RUN away from the Subscriber, on Monday the first Inst, a Negro Man, about 21 Years of Age, named Prince, five Feet seven Inches high, thin made: Had on when he absconded, a blue Cloth Jacket, a white Homespun Shirt and Trowsers, and is a Butcher by Trade. He is supposed to have gone towards Rye, or entered the  Army. Whoever will bring him to his Master in Roosevelt’s Street, near the Tea Water Pump, shall have the above Reward for their Trouble. GOODHEART SIEGLER.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1293,7/22/1776,"RUN-AWAY, a Negro Man named JAMES, tall and thin,  the whites of his Eyes remakably red, and his Face full of Eruptions: He is a talkative plausable Fellow, and had on when he went away an old grey Bearskin short Coat, Check Shirt, Linen Breeches, and worsted Stockings, and is supposed to be gone towards the East End of Long-Island. Whoever takes up and secures the said Negro, so that his  Master may get him again, or brings him to Doctor Samuel Bard, in New-York, shall receive TEN DOLLARS Reward, and all reasonable Charges paid by SAMUEL BARD.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1294,7/29/1776,"Three Dollars Reward. RUN-away the 20th Instant, from  the Subscriber, in the Borough of W estchester, a Negro Fellow named CATO, about 24 Years of Age, 5 Feet 6 Inches high; he is very black, remarkable large Mouth with broad Teeth, and wrinkled Forehead; is plausible and smooth in speaking, and may pass him self for a Sailor, having been used to a boat. He took with him when he went away, a green short Coat with red Collar and Cuffs, short brown Frize Coat, one brown and one white Linen Waistcoat, one brown Linen Breeches, two Pair homespun Trowsers, Two homespun Shirts and one white ditto, and  may have other Cloaths with him that is not known, Whoever takes up the said Negro and secures him, shall have the above Reward, and reasonable Charges paid them by JOHN SMITH. Frog’s Neck, in W estchester, July 22, 1776. He has got a Pass as a Freeman, and passes by the Name of Thomas Jackson.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,,6/25/1775,"RiN Morrif Courhe fub friber, living at Paquanacke, in Morris County, a fervant man named William Ricket, about twenty-four years of age, five feet ten on eleven inches high, black curled hair, much pock-pitted: Had on when he went away a blue country cloth coat, a nankeen waifcoat, a pair of check trowfers, brown linen fockings, and good pumps. Any perfon that takes up faid runaway and fecures him in any of his Majefty's goals fo that his mafter may have again, hall receive TEN DOLLARS reward, and all reafonable charges paid by JOHN HARRIMAN. 
N. B. His father's name was John Ricket, late of Brookland-Ferry, Long-Ifland.","https://www.loc.gov/resource/sn83030493/1775-06-05/ed-1/?sp=2&q=runaway&r=0.663,1.241,0.375,0.186,0",
The New-York Gazette: and the Weekly Mercury,1297,8/19/1776,"FIVE DOLLARS Reward. RAN-AWAY from the subscriber, on Tuesday, the 30th of July, 1776, a negro  man, named CASTER, about five feet nine inches high, thin make, walks very upright, about 35 years old. Had on when  he went away, a pair of white linen trowsers, tow shirt, one pair old shoes, and brass buckles; he is of a pleasant countenance, and is well pleased and elevated when one speaks to him about war. If taken on the island of NewYork, the above reward shall be paid, with all reasonable charges; and if taken out of the county of New-York, Eight Dollars reward and reasonable charges. All masters of vessels, and others, are requested not to harbour or carry the said negro off. PHILIP KISSICK.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury,1300,9/9/1776,"FIVE DOLLARS Reward, RUN-AWAY, from the Subscriber, a Negro Man named TOM, about 50 Years of Age, 5 Feet high; Thick Set, yellow Complexion, Lisps some little (hardly perceiveable) Had on when he went away, a Pair of brown tow Trowsers, strip’d woollen Shirt, a felt Hat about half worn, a Pair of new Shoes with Buckles, a Waistcoat with the Fore Parts Brown, the Back Parts White. Whoever takes up the said Negro Man, and brings him to the Subscriber, shall have the above Reward, and all reasonable Charges paid; by me JOHN VAIL.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-York Gazette: and the Weekly Mercury (Newark),1302,9/28/1776,"TEN DOLLARS REWARD. RUN away from the subscriber, living in Ulster county, two mulatto slaves, remarkably white, on the 22nd inst. both well set, about 5 feet eight inches high, black hair, blue eyed, one of them stoop shouldered, and long chinned; one took with him a grey short coat, with yellow buttons, a brown jacket, a double breasted red streaked jacket, with white homespun trowsers, a pair of speckled stockings, with a Kalmarnock cap; the other took with him, two suits, the one black wilting, and the other brown cloth, made regimental fashion,  with a beaver hat, marked on his cheek with gunpowder, and both brothers.—Whoever takes up said mulatto slaves,  and secures them in any goal on this continent, so that their masters may have them again, shall be intitled to the above reward, and all reasonable charges, paid by Col. JAMES MCCLUGHERY, and JOSEPH HOUSTON, Hanover, Ulster county, Sept. 24, 1776.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
